DescriptionLabelTextbox,DescriptionTextbox,,,,,,,,,,,,,,,,,,,,,,,,,,
Description,This reports provides an asset manager summary view of a collection of computers.,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Header_Table0_ComputerName,Header_Table0_DomainWorkgroup,Header_Table0_SMSSiteName,Header_Table0_TopConsoleUser,Header_Table0_OperatingSystem,Header_Table0_ServicePackLevel,Header_Table0_SerialNumber,Header_Table0_AssetTag,Header_Table0_Manufacturer,Header_Table0_Model,Header_Table0_MemoryKBytes,Header_Table0_ProcessorGHz,Header_Table0_DiskSpaceMB,Header_Table0_FreeDiskSpaceMB,Details_Table0_ComputerName,Details_Table0_DomainWorkgroup,Details_Table0_SMSSiteName,Details_Table0_TopConsoleUser,Details_Table0_OperatingSystem,Details_Table0_ServicePackLevel,Details_Table0_SerialNumber,Details_Table0_AssetTag,Details_Table0_Manufacturer,Details_Table0_Model,Details_Table0_MemoryKBytes,Details_Table0_ProcessorGHz,Details_Table0_DiskSpaceMB,Details_Table0_FreeDiskSpaceMB
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),N16821-W101,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,5CG1063XMD,,HP,HP EliteBook 840 G8 Notebook PC,16449748,2600,242456,150523
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),N16829-W101,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,5CG52513S3,5CG52513S3,Hewlett-Packard,HP EliteBook 840 G2,16153708,2300,170119,53583
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),N16838-W102,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,5CG7283SSL,5CG7283SSL,HP,HP EliteBook 840 G3,16095416,2400,243256,179601
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),N16842-W101,NPI,Neenah Paper Inc. - SI Datacenter,npi\n16842,Microsoft Windows 10 Enterprise,,5CG1055LJ6,,HP,HP EliteBook 850 G7 Notebook PC,16545112,1700,487444,390399
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),N16859-W101,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,5CG70135DB,5CG70135DB,HP,HP EliteBook 840 G3,7707744,2400,243256,169920
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),N16863-W101,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,5CG85233KS,5CG85233KS,HP,HP EliteBook 830 G5,7732440,1700,227994,153756
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),N16867-W102,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Pro,,5CG6517HQ5,5CG6517HQ5,HP,HP EliteBook 840 G3,8266336,2400,243279,72523
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),N16868-W101,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,5CG1054HHV,,HP,HP EliteBook 840 G7 Notebook PC,7697768,1700,243256,144998
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),N16874-W101,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,USH109L5FS,,HP,HP ProBook 440 G7,16610856,1800,487444,407667
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),N16877-W101,NPI,Neenah Paper Inc. - SI Datacenter,npi\n16877,Microsoft Windows 10 Enterprise,,5CG1053PYG,,HP,HP EliteBook 840 G7 Notebook PC,7697768,1700,243256,155902
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),N16884-W101,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,5CG53928MJ,5CG53928MJ,Hewlett-Packard,HP EliteBook 840 G2,16153708,2300,170763,99288
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),N16892-W101,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,5CG10640D1,,HP,HP EliteBook 840 G8 Notebook PC,16449748,2600,243256,134974
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),N16908-W101,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,5CG1054FH9,,HP,HP EliteBook 840 G7 Notebook PC,7697768,1700,243256,142053
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),N16909-W101,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,5CG1054FDH,,HP,HP EliteBook 840 G7 Notebook PC,8156520,1700,243256,176044
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),N16923-W101,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,5CG9522500,5CG9522500,HP,HP EliteBook 850 G6,7698720,1600,243256,142719
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),N16934-W101,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,2TK94402XR,2TK94402XR,HP,HP EliteBook 850 G6,8190240,1600,487444,398871
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),N16946-W101,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,5CG94280P7,5CG94280P7,HP,HP EliteBook 840 G6,32860448,1600,242467,120722
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),N16951-W102,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,PF2X2TQH,No Asset Information,LENOVO,20ST006GUS,83598680,2800,487444,358327
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),N16953-W101,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,5CD0239RK6,5CD0239RK6,HP,HP ProBook 440 G7,16161004,1600,487444,405197
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),N16954-W101,NPI,Neenah Paper Inc. - SI Datacenter,npi\n16954,Microsoft Windows 10 Enterprise,,5DWV0B3,,Dell Inc.,Latitude 3420,66841376,2800,243571,109305
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),N16966-W101,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,5CD114G9SJ,,HP,HP ProBook 450 G8 Notebook PC,8061192,2400,243256,141416
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),N16975-W101,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,CND1074743,,HP,HP ZBook Fury 15 G7 Mobile Workstation,16084328,2400,487444,404607
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),N16987-W101,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,5CG03824ZX,5CG03824ZX,HP,HP ZBook Firefly 14 G7 Mobile Workstation,8156520,1700,243256,167808
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),N16989-W101,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,2QZGT93,,Dell Inc.,Latitude 3420,8121120,2800,2150924,1858626
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),N16994-W101,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,5CD0239S8V,5CD0239S8V,HP,HP ProBook 440 G7,16152104,1600,475998,361851
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),N16999-W101,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,5CD108G7WW,,HP,HP ProBook 440 G8 Notebook PC,7639304,2400,243256,133654
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),N17043-W101,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,5CG1250QD1,,HP,HP EliteBook 840 G8 Notebook PC,16027860,,243256,169897
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),N17047-W101,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,5CG1250R8G,,HP,HP EliteBook 840 G8 Notebook PC,15990996,2600,243256,177321
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),N17058-W101,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,5CG1250QBS,,HP,HP EliteBook 840 G8 Notebook PC,16077240,2600,243256,167934
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),N17065-W101,NPI,Neenah Paper Inc. - SI Datacenter,npi\n17065,Microsoft Windows 10 Enterprise,,5CD0239SB8,5CD0239SB8,HP,HP ProBook 440 G7,16152104,1600,475998,398743
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),N17094-W10,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,2TK944052C,2TK944052C,HP,HP EliteBook 850 G6,7698720,1600,243256,175392
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),N17100-W101,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,5CG8123SGK,5CG8123SGK,HP,HP EliteBook 840 G5,7732440,1700,243256,183308
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),N17103-W101,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,5CG03823VN,5CG03823VN,HP,HP ZBook Firefly 14 G7 Mobile Workstation,8156520,1700,243256,152882
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),N17108-W101,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,5CD035J0D1,5CD035J0D1,HP,HP ProBook 440 G7,16152104,1600,243256,173289
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),N17114-W101,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,5CG03824GF,5CG03824GF,HP,HP ZBook Firefly 14 G7 Mobile Workstation,8156520,1700,243256,181281
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),N17123-W101,NPI,Neenah Paper Inc. - SI Datacenter,npi\n17123,Microsoft Windows 10 Enterprise,,5CG1248MPC,,HP,HP EliteBook 840 G8 Notebook PC,16027860,2600,243256,163526
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),N17136-W101,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,5CD108R6BS,,HP,HP ProBook 440 G8 Notebook PC,7639304,2400,243256,167536
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),N17142-W101,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,5CD108R68Y,,HP,HP ProBook 440 G8 Notebook PC,7639304,2400,243256,162179
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),N17144-W102,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 11 Enterprise,,1ZWV0B3,,Dell Inc.,Latitude 3420,66841376,2800,242355,94468
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),N17155-W101,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,5CG1248LL9,,HP,HP EliteBook 840 G8 Notebook PC,16027860,2600,243256,158785
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),N17157-W101,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,5CD108G808,,HP,HP ProBook 440 G8 Notebook PC,7639304,2400,243256,165179
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),N17158-W101,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,5CG1250R7Q,,HP,HP EliteBook 840 G8 Notebook PC,16027860,2600,243256,162673
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),N17167-W101,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,5CG93790KD,,HP,HP EliteBook 840 G6,7694624,1600,243256,182105
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),N17170-W101,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,5CG1248L4R,,HP,HP EliteBook 840 G8 Notebook PC,16027860,2600,243256,84827
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),N17173-W101,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,2TK94808X7,2TK94808X7,HP,HP EliteBook 840 G6,7698720,1600,243256,174933
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),N17196-W101,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,5CG1251822,,HP,HP EliteBook 840 G8 Notebook PC,16027860,2600,243256,173522
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),N17204-W101,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,5CG8123RNF,5CG8123RNF,HP,HP EliteBook 840 G5,8228056,1700,243256,159966
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),N17206-W101,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,5CG1250QM7,,HP,HP EliteBook 840 G8 Notebook PC,16027860,2600,243256,169676
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),N17206-W102,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,5CG1401NN5,,HP,HP EliteBook 840 G8 Notebook PC,16027912,2800,975820,927607
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),N17208-W101,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,5CG1253KVJ,,HP,HP EliteBook 840 G8 Notebook PC,16027860,2600,1197124,761736
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),N17209-W101,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,5CG1038P9J,,HP,HP EliteBook 840 G7 Notebook PC,8156520,1600,243256,174778
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),N17211-W101,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,5CG81613F9,5CG81613F9,HP,HP EliteBook 840 G5,7736536,1700,243256,178150
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),N17213-W101,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,6SZGT93,,Dell Inc.,Latitude 3420,66845472,2800,243256,123862
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),N17219-W101,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,5CG93790K9,5CG93790K9,HP,HP EliteBook 840 G6,7703416,1600,243256,178796
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),N17242-W101,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,5CG9427ZWF,5CG9427ZWF,HP,HP EliteBook 840 G6,7960864,1600,243256,185077
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),N17252-W101,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,5CG1292VSQ,,HP,HP EliteBook 840 G8 Notebook PC,16027912,2400,475998,399852
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),N17261-W101,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,5CG7086T00,5CG7086T00,HP,HP EliteBook 840 G3,16095416,2400,170763,109316
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),N17262-W101,NPI,Neenah Paper Inc. - SI Datacenter,npi\n17262,Microsoft Windows 10 Enterprise,,C30HT93,,Dell Inc.,Latitude 3420,66845472,2800,243256,131892
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),N17264-W101,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,5CG1271CCD,,HP,HP EliteBook 850 G8 Notebook PC,16027860,2600,243256,184238
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),N17270-W102,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,5CG141BKGF,,HP,HP EliteBook 850 G8 Notebook PC,16449756,2600,243256,182499
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),N17282-W101,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,5CG1270Y7V,,HP,HP EliteBook 850 G8 Notebook PC,16027860,2600,243256,173764
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),N17298-W101,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,2TK94404Y5,2TK94404Y5,HP,HP EliteBook 850 G6,7698720,1600,243256,178119
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),N17305-W101,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,5CG1292W0Q,,HP,HP EliteBook 840 G8 Notebook PC,16027912,2400,487444,412457
Computer Name,Domain/Workgroup,ConfigMgr Site Name,Top Console User,Operating System,Service Pack Level,Serial Number,Asset Tag,Manufacturer,Model,Memory (KBytes),Processor (GHz),Total Disk Space (MB),Free Disk Space (MB),N17310-W101,NPI,Neenah Paper Inc. - SI Datacenter,Unknown,Microsoft Windows 10 Enterprise,,5CG104546L,,HP,HP EliteBook 840 G7 Notebook PC,16086376,1600,487444,376115
